id,company_name,address,city,state,phone,website,sector,summary,prospect_for,source,date_added,contacted,status
145,National Resources,"No. 28 Kano Road, Lagos",Lagos,Lagos State,+234-8127-189-0351,www.nationalresources.com.ng,Oil & Gas,"National Resources is an energy sector company providing specialized services to Nigeria's oil and gas industry in Lagos. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
146,United Energy Partners,"No. 29 Zaria Avenue, Lagos",Lagos,Lagos State,+234-8228-196-0364,www.unitedenergypartners.com.ng,Oil & Gas,"United Energy Partners is an energy sector company providing specialized services to Nigeria's oil and gas industry in Lagos. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
147,Allied Petroleum Ltd,"No. 30 Sabon Gari, Lagos",Lagos,Lagos State,+234-8329-203-0377,www.alliedpetroleumltd.com.ng,Oil & Gas,"Allied Petroleum Ltd is an energy sector company providing specialized services to Nigeria's oil and gas industry in Lagos. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
148,Adeyemi & Associates,"No. 1 Marina Street, Abuja",Abuja,FCT,+234-8100-000-0000,www.adeyemiandassociates.com.ng,Law Firm,"Adeyemi & Associates is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
149,Okonkwo Legal Chambers,"No. 2 Broad Street, Abuja",Abuja,FCT,+234-8201-007-0013,www.okonkwolegalchambers.com.ng,Law Firm,"Okonkwo Legal Chambers is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
150,Ibrahim & Co,"No. 3 Victoria Island, Abuja",Abuja,FCT,+234-8302-014-0026,www.ibrahimandco.com.ng,Law Firm,"Ibrahim & Co is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
151,Bello Law Firm,"No. 4 Ikoyi Road, Abuja",Abuja,FCT,+234-8403-021-0039,www.bellolawfirm.com.ng,Law Firm,"Bello Law Firm is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
152,Emeka Solicitors,"No. 5 Lekki Phase 1, Abuja",Abuja,FCT,+234-8504-028-0052,www.emekasolicitors.com.ng,Law Firm,"Emeka Solicitors is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
153,Adeola & Partners,"No. 6 Wuse Zone 5, Abuja",Abuja,FCT,+234-8605-035-0065,www.adeolaandpartners.com.ng,Law Firm,"Adeola & Partners is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
154,Chukwu Legal Practice,"No. 7 Maitama District, Abuja",Abuja,FCT,+234-8706-042-0078,www.chukwulegalpractice.com.ng,Law Firm,"Chukwu Legal Practice is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
155,Musa Barristers,"No. 8 Garki Area 2, Abuja",Abuja,FCT,+234-8807-049-0091,www.musabarristers.com.ng,Law Firm,"Musa Barristers is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
156,Abubakar & Associates,"No. 9 Asokoro, Abuja",Abuja,FCT,+234-8908-056-0104,www.abubakarandassociate.com.ng,Law Firm,"Abubakar & Associates is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
157,Olawale Legal Chambers,"No. 10 GRA Phase 2, Abuja",Abuja,FCT,+234-8109-063-0117,www.olawalelegalchambers.com.ng,Law Firm,"Olawale Legal Chambers is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
158,Nwosu & Co,"No. 11 Trans Amadi, Abuja",Abuja,FCT,+234-8210-070-0130,www.nwosuandco.com.ng,Law Firm,"Nwosu & Co is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
159,Eze Law Firm,"No. 12 Rumuola Road, Abuja",Abuja,FCT,+234-8311-077-0143,www.ezelawfirm.com.ng,Law Firm,"Eze Law Firm is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
160,Danjuma Solicitors,"No. 13 Kano Road, Abuja",Abuja,FCT,+234-8412-084-0156,www.danjumasolicitors.com.ng,Law Firm,"Danjuma Solicitors is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
161,Abdullahi & Partners,"No. 14 Zaria Avenue, Abuja",Abuja,FCT,+234-8513-091-0169,www.abdullahiandpartners.com.ng,Law Firm,"Abdullahi & Partners is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
162,Okafor Legal Practice,"No. 15 Sabon Gari, Abuja",Abuja,FCT,+234-8614-098-0182,www.okaforlegalpractice.com.ng,Law Firm,"Okafor Legal Practice is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
163,Fashola Barristers,"No. 16 Marina Street, Abuja",Abuja,FCT,+234-8715-105-0195,www.fasholabarristers.com.ng,Law Firm,"Fashola Barristers is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
164,Tinubu & Associates,"No. 17 Broad Street, Abuja",Abuja,FCT,+234-8816-112-0208,www.tinubuandassociates.com.ng,Law Firm,"Tinubu & Associates is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
165,Aminu Legal Chambers,"No. 18 Victoria Island, Abuja",Abuja,FCT,+234-8917-119-0221,www.aminulegalchambers.com.ng,Law Firm,"Aminu Legal Chambers is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
166,Yakubu & Co,"No. 19 Ikoyi Road, Abuja",Abuja,FCT,+234-8118-126-0234,www.yakubuandco.com.ng,Law Firm,"Yakubu & Co is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
167,Okeke Law Firm,"No. 20 Lekki Phase 1, Abuja",Abuja,FCT,+234-8219-133-0247,www.okekelawfirm.com.ng,Law Firm,"Okeke Law Firm is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
168,Adeyemi Solicitors,"No. 21 Wuse Zone 5, Abuja",Abuja,FCT,+234-8320-140-0260,www.adeyemisolicitors.com.ng,Law Firm,"Adeyemi Solicitors is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
169,Okonkwo & Partners,"No. 22 Maitama District, Abuja",Abuja,FCT,+234-8421-147-0273,www.okonkwoandpartners.com.ng,Law Firm,"Okonkwo & Partners is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
170,Ibrahim Legal Practice,"No. 23 Garki Area 2, Abuja",Abuja,FCT,+234-8522-154-0286,www.ibrahimlegalpractice.com.ng,Law Firm,"Ibrahim Legal Practice is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
171,Bello Barristers,"No. 24 Asokoro, Abuja",Abuja,FCT,+234-8623-161-0299,www.bellobarristers.com.ng,Law Firm,"Bello Barristers is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
172,Emeka & Associates,"No. 25 GRA Phase 2, Abuja",Abuja,FCT,+234-8724-168-0312,www.emekaandassociates.com.ng,Law Firm,"Emeka & Associates is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
173,Adeola Legal Chambers,"No. 26 Trans Amadi, Abuja",Abuja,FCT,+234-8825-175-0325,www.adeolalegalchambers.com.ng,Law Firm,"Adeola Legal Chambers is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
174,Chukwu & Co,"No. 27 Rumuola Road, Abuja",Abuja,FCT,+234-8926-182-0338,www.chukwuandco.com.ng,Law Firm,"Chukwu & Co is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
175,Musa Law Firm,"No. 28 Kano Road, Abuja",Abuja,FCT,+234-8127-189-0351,www.musalawfirm.com.ng,Law Firm,"Musa Law Firm is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
176,Abubakar Solicitors,"No. 29 Zaria Avenue, Abuja",Abuja,FCT,+234-8228-196-0364,www.abubakarsolicitors.com.ng,Law Firm,"Abubakar Solicitors is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
177,Olawale & Partners,"No. 30 Sabon Gari, Abuja",Abuja,FCT,+234-8329-203-0377,www.olawaleandpartners.com.ng,Law Firm,"Olawale & Partners is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
178,Nwosu Legal Practice,"No. 31 Marina Street, Abuja",Abuja,FCT,+234-8430-210-0390,www.nwosulegalpractice.com.ng,Law Firm,"Nwosu Legal Practice is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
179,Eze Barristers,"No. 32 Broad Street, Abuja",Abuja,FCT,+234-8531-217-0403,www.ezebarristers.com.ng,Law Firm,"Eze Barristers is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
180,Danjuma & Associates,"No. 33 Victoria Island, Abuja",Abuja,FCT,+234-8632-224-0416,www.danjumaandassociates.com.ng,Law Firm,"Danjuma & Associates is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
181,Abdullahi Legal Chambers,"No. 34 Ikoyi Road, Abuja",Abuja,FCT,+234-8733-231-0429,www.abdullahilegalchambe.com.ng,Law Firm,"Abdullahi Legal Chambers is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
182,Okafor & Co,"No. 35 Lekki Phase 1, Abuja",Abuja,FCT,+234-8834-238-0442,www.okaforandco.com.ng,Law Firm,"Okafor & Co is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
183,Fashola Law Firm,"No. 36 Wuse Zone 5, Abuja",Abuja,FCT,+234-8935-245-0455,www.fasholalawfirm.com.ng,Law Firm,"Fashola Law Firm is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
184,Tinubu Solicitors,"No. 37 Maitama District, Abuja",Abuja,FCT,+234-8136-252-0468,www.tinubusolicitors.com.ng,Law Firm,"Tinubu Solicitors is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
185,Aminu & Partners,"No. 38 Garki Area 2, Abuja",Abuja,FCT,+234-8237-259-0481,www.aminuandpartners.com.ng,Law Firm,"Aminu & Partners is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
186,Yakubu Legal Practice,"No. 39 Asokoro, Abuja",Abuja,FCT,+234-8338-266-0494,www.yakubulegalpractice.com.ng,Law Firm,"Yakubu Legal Practice is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
187,Okeke Barristers,"No. 40 GRA Phase 2, Abuja",Abuja,FCT,+234-8439-273-0507,www.okekebarristers.com.ng,Law Firm,"Okeke Barristers is a professional legal services firm based in Abuja, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
188,Lagos Properties,"No. 1 Marina Street, Abuja",Abuja,FCT,+234-8100-000-0000,www.lagosproperties.com.ng,Real Estate,"Lagos Properties is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
189,Abuja Homes,"No. 2 Broad Street, Abuja",Abuja,FCT,+234-8201-007-0013,www.abujahomes.com.ng,Real Estate,"Abuja Homes is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
190,Capital Realty,"No. 3 Victoria Island, Abuja",Abuja,FCT,+234-8302-014-0026,www.capitalrealty.com.ng,Real Estate,"Capital Realty is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
191,Prime Real Estate,"No. 4 Ikoyi Road, Abuja",Abuja,FCT,+234-8403-021-0039,www.primerealestate.com.ng,Real Estate,"Prime Real Estate is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
192,Royal Development,"No. 5 Lekki Phase 1, Abuja",Abuja,FCT,+234-8504-028-0052,www.royaldevelopment.com.ng,Real Estate,"Royal Development is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
193,Golden Housing,"No. 6 Wuse Zone 5, Abuja",Abuja,FCT,+234-8605-035-0065,www.goldenhousing.com.ng,Real Estate,"Golden Housing is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
194,Elite Estates,"No. 7 Maitama District, Abuja",Abuja,FCT,+234-8706-042-0078,www.eliteestates.com.ng,Real Estate,"Elite Estates is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
195,Premium Realtors,"No. 8 Garki Area 2, Abuja",Abuja,FCT,+234-8807-049-0091,www.premiumrealtors.com.ng,Real Estate,"Premium Realtors is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
196,Heritage Properties,"No. 9 Asokoro, Abuja",Abuja,FCT,+234-8908-056-0104,www.heritageproperties.com.ng,Real Estate,"Heritage Properties is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
197,Crown Homes,"No. 10 GRA Phase 2, Abuja",Abuja,FCT,+234-8109-063-0117,www.crownhomes.com.ng,Real Estate,"Crown Homes is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
198,Victory Realty,"No. 11 Trans Amadi, Abuja",Abuja,FCT,+234-8210-070-0130,www.victoryrealty.com.ng,Real Estate,"Victory Realty is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
199,Prestige Real Estate,"No. 12 Rumuola Road, Abuja",Abuja,FCT,+234-8311-077-0143,www.prestigerealestate.com.ng,Real Estate,"Prestige Real Estate is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
200,Sterling Development,"No. 13 Kano Road, Abuja",Abuja,FCT,+234-8412-084-0156,www.sterlingdevelopment.com.ng,Real Estate,"Sterling Development is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
201,Diamond Housing,"No. 14 Zaria Avenue, Abuja",Abuja,FCT,+234-8513-091-0169,www.diamondhousing.com.ng,Real Estate,"Diamond Housing is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
202,Pearl Estates,"No. 15 Sabon Gari, Abuja",Abuja,FCT,+234-8614-098-0182,www.pearlestates.com.ng,Real Estate,"Pearl Estates is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
203,Lagos Realtors,"No. 16 Marina Street, Abuja",Abuja,FCT,+234-8715-105-0195,www.lagosrealtors.com.ng,Real Estate,"Lagos Realtors is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
204,Abuja Properties,"No. 17 Broad Street, Abuja",Abuja,FCT,+234-8816-112-0208,www.abujaproperties.com.ng,Real Estate,"Abuja Properties is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
205,Capital Homes,"No. 18 Victoria Island, Abuja",Abuja,FCT,+234-8917-119-0221,www.capitalhomes.com.ng,Real Estate,"Capital Homes is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
206,Prime Realty,"No. 19 Ikoyi Road, Abuja",Abuja,FCT,+234-8118-126-0234,www.primerealty.com.ng,Real Estate,"Prime Realty is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
207,Royal Real Estate,"No. 20 Lekki Phase 1, Abuja",Abuja,FCT,+234-8219-133-0247,www.royalrealestate.com.ng,Real Estate,"Royal Real Estate is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
208,Golden Development,"No. 21 Wuse Zone 5, Abuja",Abuja,FCT,+234-8320-140-0260,www.goldendevelopment.com.ng,Real Estate,"Golden Development is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
209,Elite Housing,"No. 22 Maitama District, Abuja",Abuja,FCT,+234-8421-147-0273,www.elitehousing.com.ng,Real Estate,"Elite Housing is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
210,Premium Estates,"No. 23 Garki Area 2, Abuja",Abuja,FCT,+234-8522-154-0286,www.premiumestates.com.ng,Real Estate,"Premium Estates is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
211,Heritage Realtors,"No. 24 Asokoro, Abuja",Abuja,FCT,+234-8623-161-0299,www.heritagerealtors.com.ng,Real Estate,"Heritage Realtors is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
212,Crown Properties,"No. 25 GRA Phase 2, Abuja",Abuja,FCT,+234-8724-168-0312,www.crownproperties.com.ng,Real Estate,"Crown Properties is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
213,Victory Homes,"No. 26 Trans Amadi, Abuja",Abuja,FCT,+234-8825-175-0325,www.victoryhomes.com.ng,Real Estate,"Victory Homes is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
214,Prestige Realty,"No. 27 Rumuola Road, Abuja",Abuja,FCT,+234-8926-182-0338,www.prestigerealty.com.ng,Real Estate,"Prestige Realty is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
215,Sterling Real Estate,"No. 28 Kano Road, Abuja",Abuja,FCT,+234-8127-189-0351,www.sterlingrealestate.com.ng,Real Estate,"Sterling Real Estate is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
216,Diamond Development,"No. 29 Zaria Avenue, Abuja",Abuja,FCT,+234-8228-196-0364,www.diamonddevelopment.com.ng,Real Estate,"Diamond Development is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
217,Pearl Housing,"No. 30 Sabon Gari, Abuja",Abuja,FCT,+234-8329-203-0377,www.pearlhousing.com.ng,Real Estate,"Pearl Housing is a dynamic property company operating in Abuja's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Abuja locations.",EstateIQ,claude_generated,2026-04-26,0,new
